deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:27:03
node;121.87%;0.26%;83.67MiB / 31.18GiB;252MB / 1.31GB;0B / 4.1kB;23 ;21:27:03
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:27:03
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:27:06
node;120.76%;0.26%;83.37MiB / 31.18GiB;253MB / 1.32GB;0B / 4.1kB;23 ;21:27:06
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:27:06
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:27:09
node;119.41%;0.26%;83.02MiB / 31.18GiB;255MB / 1.34GB;0B / 4.1kB;23 ;21:27:09
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:27:09
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:27:12
node;124.20%;0.26%;82.85MiB / 31.18GiB;257MB / 1.35GB;0B / 4.1kB;23 ;21:27:12
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:27:12
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:27:15
node;124.38%;0.26%;82.8MiB / 31.18GiB;259MB / 1.37GB;0B / 4.1kB;23 ;21:27:15
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:27:15
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:27:19
node;119.37%;0.26%;83.06MiB / 31.18GiB;261MB / 1.38GB;0B / 4.1kB;23 ;21:27:19
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:27:19
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:27:22
node;121.37%;0.26%;83.38MiB / 31.18GiB;263MB / 1.39GB;0B / 4.1kB;23 ;21:27:22
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:27:22
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:27:25
node;121.62%;0.26%;83.87MiB / 31.18GiB;265MB / 1.41GB;0B / 4.1kB;23 ;21:27:25
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:27:25
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:27:28
node;117.41%;0.26%;83.31MiB / 31.18GiB;267MB / 1.43GB;0B / 4.1kB;23 ;21:27:28
bun;0.01%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:27:28
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:27:31
node;122.26%;0.26%;83.75MiB / 31.18GiB;269MB / 1.44GB;0B / 4.1kB;23 ;21:27:31
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:27:31
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:27:34
node;121.97%;0.26%;82.54MiB / 31.18GiB;271MB / 1.46GB;0B / 4.1kB;23 ;21:27:34
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:27:34
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:27:37
node;118.62%;0.26%;83.42MiB / 31.18GiB;273MB / 1.47GB;0B / 4.1kB;23 ;21:27:37
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:27:37
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:27:40
node;117.97%;0.26%;82.9MiB / 31.18GiB;275MB / 1.49GB;0B / 4.1kB;23 ;21:27:40
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:27:40
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:27:43
node;119.52%;0.26%;82.25MiB / 31.18GiB;277MB / 1.5GB;0B / 4.1kB;23 ;21:27:43
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:27:43
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:27:46
node;123.98%;0.26%;82.81MiB / 31.18GiB;278MB / 1.51GB;0B / 4.1kB;23 ;21:27:46
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:27:46
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:27:49
node;114.39%;0.26%;82.66MiB / 31.18GiB;281MB / 1.53GB;0B / 4.1kB;23 ;21:27:49
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:27:49
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:27:52
node;119.70%;0.26%;83.3MiB / 31.18GiB;283MB / 1.54GB;0B / 4.1kB;23 ;21:27:52
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:27:52
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:27:55
node;119.88%;0.26%;83.27MiB / 31.18GiB;284MB / 1.56GB;0B / 4.1kB;23 ;21:27:55
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:27:55
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:27:58
node;121.98%;0.26%;83.48MiB / 31.18GiB;286MB / 1.57GB;0B / 4.1kB;23 ;21:27:58
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:27:58
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:28:01
node;118.87%;0.27%;86.14MiB / 31.18GiB;288MB / 1.59GB;0B / 4.1kB;23 ;21:28:01
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:28:01
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:28:04
node;116.15%;0.26%;83.48MiB / 31.18GiB;290MB / 1.6GB;0B / 4.1kB;23 ;21:28:04
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:28:04
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:28:07
node;123.00%;0.26%;83.02MiB / 31.18GiB;292MB / 1.62GB;0B / 4.1kB;23 ;21:28:07
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:28:07
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:28:10
node;118.06%;0.26%;83.88MiB / 31.18GiB;294MB / 1.63GB;0B / 4.1kB;23 ;21:28:10
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:28:10
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:28:13
node;120.76%;0.26%;83.27MiB / 31.18GiB;296MB / 1.65GB;0B / 4.1kB;23 ;21:28:13
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:28:13
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:28:16
node;122.49%;0.26%;82.56MiB / 31.18GiB;298MB / 1.66GB;0B / 4.1kB;23 ;21:28:16
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:28:16
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:28:19
node;123.55%;0.26%;82.9MiB / 31.18GiB;300MB / 1.68GB;0B / 4.1kB;23 ;21:28:19
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:28:19
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:28:22
node;120.48%;0.26%;82.62MiB / 31.18GiB;302MB / 1.69GB;0B / 4.1kB;23 ;21:28:22
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:28:22
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:28:25
node;122.31%;0.26%;83.11MiB / 31.18GiB;303MB / 1.7GB;0B / 4.1kB;23 ;21:28:25
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:28:25
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:28:28
node;121.40%;0.26%;83.55MiB / 31.18GiB;306MB / 1.72GB;0B / 4.1kB;23 ;21:28:28
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:28:28
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:28:31
node;120.82%;0.26%;82.56MiB / 31.18GiB;307MB / 1.74GB;0B / 4.1kB;23 ;21:28:31
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:28:31
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:28:34
node;116.98%;0.26%;82.08MiB / 31.18GiB;309MB / 1.75GB;0B / 4.1kB;23 ;21:28:34
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:28:34
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:28:37
node;120.77%;0.26%;83.41MiB / 31.18GiB;311MB / 1.77GB;0B / 4.1kB;23 ;21:28:37
bun;0.01%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:28:37
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:28:40
node;117.00%;0.26%;83.05MiB / 31.18GiB;313MB / 1.78GB;0B / 4.1kB;23 ;21:28:40
bun;0.01%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:28:40
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:28:43
node;121.74%;0.26%;82.58MiB / 31.18GiB;315MB / 1.8GB;0B / 4.1kB;23 ;21:28:43
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:28:43
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:28:46
node;123.59%;0.26%;83.39MiB / 31.18GiB;317MB / 1.81GB;0B / 4.1kB;23 ;21:28:46
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:28:46
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:28:49
node;118.64%;0.26%;83.14MiB / 31.18GiB;319MB / 1.82GB;0B / 4.1kB;23 ;21:28:49
bun;0.01%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:28:49
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:28:52
node;126.39%;0.26%;83.52MiB / 31.18GiB;320MB / 1.82GB;0B / 4.1kB;23 ;21:28:52
bun;0.00%;1.11%;353.3MiB / 31.18GiB;644MB / 3.53GB;0B / 0B;13 ;21:28:52
deno;0.00%;0.37%;119.2MiB / 31.18GiB;491MB / 2.37GB;0B / 176kB;9 ;21:28:55
node;127.71%;0.26%;84.25MiB / 31.18GiB;321MB / 1.83GB;0B / 4.1kB;23 ;21:28:55
